Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Quarter,Shipping_Days,Profit_Margin,Revenue_per_Unit,Discount_Tier,Category_Enc,Segment_Enc,Region_Enc,Ship_Mode_Enc
CA-2020-122427,2019-10-20 15:25:42.239567696,2019-10-27 15:25:42.239567696,First Class,Corporate,West,Technology,Machines,588.17,14,0.2,107.66,2019,10,4,7,0.183,42.01,Low,2,1,3,0
CA-2019-173879,2019-10-20 18:56:05.475833084,2019-10-24 18:56:05.475833084,Same Day,Consumer,East,Furniture,Tables,125.54,1,0.2,7.28,2019,10,4,4,0.058,125.54,Low,0,0,1,1
CA-2022-188343,2019-10-20 22:26:28.712098468,2019-10-24 22:26:28.712098468,Standard Class,Consumer,West,Technology,Copiers,200.47,10,0.0,66.78,2019,10,4,4,0.3331,20.05,No Discount,2,0,3,3
CA-2020-838405,2019-10-21 01:56:51.948363852,2019-10-27 01:56:51.948363852,Standard Class,Home Office,West,Technology,Machines,79.44,4,0.4,-1.8,2019,10,4,6,-0.0227,19.86,Medium,2,2,3,3
CA-2021-953365,2019-10-21 05:27:15.184629240,2019-10-24 05:27:15.184629240,Second Class,Corporate,South,Office Supplies,Paper,203.93,14,0.1,54.88,2019,10,4,3,0.2691,14.57,Low,1,1,2,2
CA-2019-526264,2019-10-21 08:57:38.420894624,2019-10-23 08:57:38.420894624,Same Day,Corporate,South,Office Supplies,Binders,15.19,11,0.4,1.63,2019,10,4,2,0.1073,1.38,Medium,1,1,2,1
CA-2022-735344,2019-10-21 12:28:01.657160012,2019-10-25 12:28:01.657160012,Same Day,Corporate,West,Office Supplies,Labels,68.06,4,0.2,-0.86,2019,10,4,4,-0.0126,17.02,Low,1,1,3,1
CA-2019-765028,2019-10-21 15:58:24.893425396,2019-10-24 15:58:24.893425396,First Class,Home Office,East,Technology,Machines,526.75,14,0.1,152.69,2019,10,4,3,0.2899,37.62,Low,2,2,1,0
CA-2019-263385,2019-10-21 19:28:48.129690784,2019-10-24 19:28:48.129690784,Second Class,Corporate,West,Office Supplies,Binders,36.91,2,0.1,11.03,2019,10,4,3,0.2988,18.45,Low,1,1,3,2
CA-2019-652851,2019-10-21 22:59:11.365956168,2019-10-23 22:59:11.365956168,First Class,Home Office,South,Furniture,Furnishings,173.87,5,0.3,14.23,2019,10,4,2,0.0818,34.77,Medium,0,2,2,0
CA-2020-238578,2019-10-22 02:29:34.602221556,2019-10-23 02:29:34.602221556,First Class,Corporate,Central,Furniture,Furnishings,441.76,12,0.0,125.87,2019,10,4,1,0.2849,36.81,No Discount,0,1,0,0
CA-2019-953694,2019-10-22 05:59:57.838486940,2019-10-25 05:59:57.838486940,Standard Class,Home Office,South,Technology,Machines,294.91,3,0.5,23.62,2019,10,4,3,0.0801,98.3,High,2,2,2,3
CA-2021-481031,2019-10-22 09:30:21.074752324,2019-10-27 09:30:21.074752324,Standard Class,Home Office,South,Technology,Machines,176.72,3,0.1,1.06,2019,10,4,5,0.006,58.91,Low,2,2,2,3
CA-2021-498444,2019-10-22 13:00:44.311017712,2019-10-25 13:00:44.311017712,Second Class,Consumer,East,Office Supplies,Storage,40.75,12,0.5,3.22,2019,10,4,3,0.079,3.4,High,1,0,1,2
CA-2022-928867,2019-10-22 16:31:07.547283096,2019-10-23 16:31:07.547283096,First Class,Home Office,West,Technology,Copiers,989.1,10,0.3,87.25,2019,10,4,1,0.0882,98.91,Medium,2,2,3,0
CA-2020-164739,2019-10-22 20:01:30.783548484,2019-10-23 20:01:30.783548484,Same Day,Corporate,West,Technology,Phones,2037.34,12,0.2,404.49,2019,10,4,1,0.1985,169.78,Low,2,1,3,1
CA-2021-256564,2019-10-22 23:31:54.019813868,2019-10-28 23:31:54.019813868,Same Day,Corporate,West,Furniture,Bookcases,404.19,3,0.1,65.57,2019,10,4,6,0.1622,134.73,Low,0,1,3,1
CA-2020-282206,2019-10-23 03:02:17.256079256,2019-10-28 03:02:17.256079256,Standard Class,Home Office,Central,Furniture,Tables,609.49,4,0.1,97.01,2019,10,4,5,0.1592,152.37,Low,0,2,0,3
CA-2022-546680,2019-10-23 06:32:40.492344640,2019-10-27 06:32:40.492344640,First Class,Home Office,Central,Office Supplies,Storage,60.88,11,0.3,10.3,2019,10,4,4,0.1692,5.53,Medium,1,2,0,0
CA-2022-749501,2019-10-23 10:03:03.728610024,2019-10-26 10:03:03.728610024,Standard Class,Consumer,Central,Technology,Copiers,588.21,5,0.1,89.55,2019,10,4,3,0.1522,117.64,Low,2,0,0,3
CA-2020-737912,2019-10-23 13:33:26.964875412,2019-10-25 13:33:26.964875412,Standard Class,Home Office,Central,Technology,Copiers,2658.06,4,0.2,243.31,2019,10,4,2,0.0915,664.52,Low,2,2,0,3
CA-2021-338228,2019-10-23 17:03:50.201140796,2019-10-29 17:03:50.201140796,Second Class,Consumer,Central,Furniture,Tables,230.8,9,0.2,30.57,2019,10,4,6,0.1325,25.64,Low,0,0,0,2
CA-2021-222428,2019-10-23 20:34:13.437406184,2019-10-25 20:34:13.437406184,First Class,Corporate,South,Technology,Phones,41.13,4,0.1,6.4,2019,10,4,2,0.1556,10.28,Low,2,1,2,0
CA-2020-477501,2019-10-24 00:04:36.673671568,2019-10-29 00:04:36.673671568,Standard Class,Consumer,East,Furniture,Bookcases,1258.69,11,0.1,168.52,2019,10,4,5,0.1339,114.43,Low,0,0,1,3
CA-2022-213837,2019-10-24 03:34:59.909936956,2019-10-25 03:34:59.909936956,First Class,Home Office,East,Office Supplies,Art,126.03,7,0.0,13.13,2019,10,4,1,0.1042,18.0,No Discount,1,2,1,0
CA-2022-159665,2019-10-24 07:05:23.146202340,2019-10-28 07:05:23.146202340,First Class,Corporate,South,Furniture,Bookcases,203.21,10,0.0,34.39,2019,10,4,4,0.1692,20.32,No Discount,0,1,2,0
CA-2020-243091,2019-10-24 10:35:46.382467728,2019-10-27 10:35:46.382467728,First Class,Home Office,Central,Technology,Machines,2423.75,11,0.4,-158.48,2019,10,4,3,-0.0654,220.34,Medium,2,2,0,0
CA-2019-192844,2019-10-24 14:06:09.618733112,2019-10-31 14:06:09.618733112,Same Day,Home Office,South,Office Supplies,Paper,33.92,5,0.3,0.68,2019,10,4,7,0.02,6.78,Medium,1,2,2,1
CA-2019-683738,2019-10-24 17:36:32.854998496,2019-10-27 17:36:32.854998496,Standard Class,Corporate,South,Furniture,Chairs,186.16,10,0.0,42.44,2019,10,4,3,0.228,18.62,No Discount,0,1,2,3
CA-2021-691469,2019-10-24 21:06:56.091263884,2019-10-31 21:06:56.091263884,First Class,Consumer,South,Furniture,Furnishings,376.37,9,0.3,31.11,2019,10,4,7,0.0827,41.82,Medium,0,0,2,0
CA-2020-889873,2019-10-25 00:37:19.327529268,2019-10-28 00:37:19.327529268,Second Class,Consumer,West,Office Supplies,Binders,25.65,9,0.0,3.12,2019,10,4,3,0.1216,2.85,No Discount,1,0,3,2
CA-2022-795510,2019-10-25 04:07:42.563794656,2019-10-27 04:07:42.563794656,Second Class,Consumer,East,Office Supplies,Binders,95.94,13,0.1,2.43,2019,10,4,2,0.0253,7.38,Low,1,0,1,2
CA-2021-610016,2019-10-25 07:38:05.800060040,2019-10-29 07:38:05.800060040,Standard Class,Consumer,South,Furniture,Bookcases,66.35,13,0.0,18.14,2019,10,4,4,0.2734,5.1,No Discount,0,0,2,3
CA-2021-161439,2019-10-25 11:08:29.036325428,2019-10-30 11:08:29.036325428,Second Class,Consumer,Central,Technology,Copiers,68.59,13,0.5,-2.84,2019,10,4,5,-0.0414,5.28,High,2,0,0,2
CA-2022-402331,2019-10-25 14:38:52.272590812,2019-10-27 14:38:52.272590812,Same Day,Consumer,South,Furniture,Chairs,306.18,8,0.5,-20.63,2019,10,4,2,-0.0674,38.27,High,0,0,2,1
CA-2020-842547,2019-10-25 18:09:15.508856200,2019-10-26 18:09:15.508856200,Second Class,Corporate,Central,Office Supplies,Storage,64.86,6,0.2,-0.72,2019,10,4,1,-0.0111,10.81,Low,1,1,0,2
CA-2019-659914,2019-10-25 21:39:38.745121584,2019-10-29 21:39:38.745121584,Standard Class,Home Office,Central,Furniture,Tables,45.11,13,0.0,7.87,2019,10,4,4,0.1745,3.47,No Discount,0,2,0,3
CA-2022-732004,2019-10-26 01:10:01.981386968,2019-11-01 01:10:01.981386968,First Class,Corporate,West,Office Supplies,Storage,266.33,12,0.1,65.37,2019,10,4,6,0.2454,22.19,Low,1,1,3,0
CA-2021-168286,2019-10-26 04:40:25.217652356,2019-10-27 04:40:25.217652356,Same Day,Home Office,East,Office Supplies,Labels,68.13,11,0.2,8.48,2019,10,4,1,0.1245,6.19,Low,1,2,1,1
CA-2021-674193,2019-10-26 08:10:48.453917740,2019-10-29 08:10:48.453917740,Standard Class,Corporate,South,Technology,Copiers,98.24,6,0.0,7.59,2019,10,4,3,0.0773,16.37,No Discount,2,1,2,3
CA-2021-407457,2019-10-26 11:41:11.690183128,2019-11-01 11:41:11.690183128,Standard Class,Home Office,East,Office Supplies,Binders,29.85,12,0.1,2.98,2019,10,4,6,0.0998,2.49,Low,1,2,1,3
CA-2022-132716,2019-10-26 15:11:34.926448512,2019-11-02 15:11:34.926448512,Second Class,Home Office,Central,Office Supplies,Art,128.85,2,0.2,31.43,2019,10,4,7,0.2439,64.42,Low,1,2,0,2
CA-2021-604715,2019-10-26 18:41:58.162713900,2019-10-28 18:41:58.162713900,Standard Class,Corporate,South,Technology,Phones,444.43,7,0.0,94.82,2019,10,4,2,0.2134,63.49,No Discount,2,1,2,3
CA-2020-752669,2019-10-26 22:12:21.398979284,2019-10-30 22:12:21.398979284,First Class,Consumer,South,Office Supplies,Paper,16.68,9,0.0,2.27,2019,10,4,4,0.1361,1.85,No Discount,1,0,2,0
CA-2019-103371,2019-10-27 01:42:44.635244672,2019-11-02 01:42:44.635244672,Standard Class,Home Office,South,Technology,Machines,65.12,9,0.1,17.84,2019,10,4,6,0.274,7.24,Low,2,2,2,3
CA-2019-744248,2019-10-27 05:13:07.871510056,2019-10-29 05:13:07.871510056,Standard Class,Corporate,East,Technology,Phones,338.09,2,0.2,17.17,2019,10,4,2,0.0508,169.04,Low,2,1,1,3
CA-2021-901186,2019-10-27 08:43:31.107775440,2019-10-31 08:43:31.107775440,First Class,Home Office,South,Office Supplies,Art,32.93,9,0.5,0.62,2019,10,4,4,0.0188,3.66,High,1,2,2,0
CA-2019-984138,2019-10-27 12:13:54.344040828,2019-10-30 12:13:54.344040828,Standard Class,Consumer,West,Office Supplies,Storage,85.35,7,0.0,8.04,2019,10,4,3,0.0942,12.19,No Discount,1,0,3,3
CA-2022-606617,2019-10-27 15:44:17.580306212,2019-10-31 15:44:17.580306212,First Class,Home Office,West,Furniture,Tables,1037.43,5,0.1,48.71,2019,10,4,4,0.047,207.49,Low,0,2,3,0
CA-2020-806718,2019-10-27 19:14:40.816571600,2019-10-30 19:14:40.816571600,First Class,Consumer,East,Technology,Accessories,170.8,5,0.1,28.76,2019,10,4,3,0.1684,34.16,Low,2,0,1,0
CA-2022-732714,2019-10-27 22:45:04.052836984,2019-10-29 22:45:04.052836984,Second Class,Home Office,South,Furniture,Furnishings,773.05,6,0.0,94.27,2019,10,4,2,0.1219,128.84,No Discount,0,2,2,2
CA-2022-118753,2019-10-28 02:15:27.289102372,2019-10-30 02:15:27.289102372,Standard Class,Consumer,West,Office Supplies,Labels,202.52,13,0.2,-7.13,2019,10,4,2,-0.0352,15.58,Low,1,0,3,3
CA-2022-660826,2019-10-28 05:45:50.525367756,2019-11-03 05:45:50.525367756,Same Day,Home Office,South,Furniture,Bookcases,929.13,8,0.0,304.7,2019,10,4,6,0.3279,116.14,No Discount,0,2,2,1
CA-2019-975920,2019-10-28 09:16:13.761633144,2019-10-30 09:16:13.761633144,Same Day,Consumer,Central,Technology,Phones,1822.9,2,0.0,121.76,2019,10,4,2,0.0668,911.45,No Discount,2,0,0,1
CA-2021-573853,2019-10-28 12:46:36.997898528,2019-10-31 12:46:36.997898528,First Class,Home Office,Central,Furniture,Tables,738.34,3,0.2,122.0,2019,10,4,3,0.1652,246.11,Low,0,2,0,0
CA-2022-473982,2019-10-28 16:17:00.234163912,2019-10-29 16:17:00.234163912,Standard Class,Corporate,South,Technology,Phones,540.08,10,0.1,53.95,2019,10,4,1,0.0999,54.01,Low,2,1,2,3
CA-2020-189919,2019-10-28 19:47:23.470429300,2019-10-29 19:47:23.470429300,Second Class,Home Office,South,Office Supplies,Binders,42.19,7,0.5,3.38,2019,10,4,1,0.0801,6.03,High,1,2,2,2
CA-2021-211594,2019-10-28 23:17:46.706694684,2019-11-01 23:17:46.706694684,Second Class,Consumer,South,Office Supplies,Paper,54.13,3,0.0,18.72,2019,10,4,4,0.3458,18.04,No Discount,1,0,2,2
CA-2020-461291,2019-10-29 02:48:09.942960072,2019-10-31 02:48:09.942960072,Second Class,Consumer,Central,Technology,Machines,1236.31,1,0.1,124.41,2019,10,4,2,0.1006,1236.31,Low,2,0,0,2
CA-2022-515953,2019-10-29 06:18:33.179225456,2019-11-04 06:18:33.179225456,First Class,Home Office,West,Office Supplies,Art,28.69,6,0.0,6.52,2019,10,4,6,0.2273,4.78,No Discount,1,2,3,0
CA-2021-850237,2019-10-29 09:48:56.415490844,2019-10-30 09:48:56.415490844,Second Class,Home Office,Central,Office Supplies,Binders,13.88,7,0.0,3.91,2019,10,4,1,0.2817,1.98,No Discount,1,2,0,2
CA-2020-325879,2019-10-29 13:19:19.651756228,2019-11-03 13:19:19.651756228,Same Day,Home Office,South,Office Supplies,Paper,12.14,9,0.4,-1.37,2019,10,4,5,-0.1129,1.35,Medium,1,2,2,1
CA-2019-237584,2019-10-29 16:49:42.888021616,2019-10-31 16:49:42.888021616,Standard Class,Consumer,East,Office Supplies,Labels,140.35,1,0.2,22.86,2019,10,4,2,0.1629,140.35,Low,1,0,1,3
CA-2020-578767,2019-10-29 20:20:06.124287000,2019-11-04 20:20:06.124287000,Standard Class,Corporate,West,Technology,Copiers,860.0,11,0.0,276.8,2019,10,4,6,0.3219,78.18,No Discount,2,1,3,3
CA-2021-194019,2019-10-29 23:50:29.360552384,2019-11-03 23:50:29.360552384,Same Day,Corporate,East,Furniture,Tables,275.38,9,0.2,0.98,2019,10,4,5,0.0036,30.6,Low,0,1,1,1
CA-2020-449511,2019-10-30 03:20:52.596817772,2019-11-06 03:20:52.596817772,First Class,Corporate,Central,Furniture,Bookcases,128.56,10,0.5,6.64,2019,10,4,7,0.0516,12.86,High,0,1,0,0
CA-2022-151306,2019-10-30 06:51:15.833083156,2019-11-05 06:51:15.833083156,Standard Class,Consumer,West,Office Supplies,Binders,90.56,7,0.0,7.67,2019,10,4,6,0.0847,12.94,No Discount,1,0,3,3
CA-2019-605143,2019-10-30 10:21:39.069348544,2019-10-31 10:21:39.069348544,First Class,Consumer,West,Furniture,Tables,15.68,8,0.0,3.46,2019,10,4,1,0.2207,1.96,No Discount,0,0,3,0
CA-2022-907492,2019-10-30 13:52:02.305613928,2019-11-02 13:52:02.305613928,Second Class,Corporate,East,Furniture,Chairs,335.94,3,0.0,51.0,2019,10,4,3,0.1518,111.98,No Discount,0,1,1,2
CA-2022-384607,2019-10-30 17:22:25.541879316,2019-11-04 17:22:25.541879316,First Class,Corporate,East,Office Supplies,Labels,40.66,5,0.3,1.69,2019,10,4,5,0.0416,8.13,Medium,1,1,1,0
CA-2022-408892,2019-10-30 20:52:48.778144700,2019-11-05 20:52:48.778144700,Same Day,Consumer,East,Office Supplies,Art,304.83,3,0.0,42.73,2019,10,4,6,0.1402,101.61,No Discount,1,0,1,1
CA-2020-737920,2019-10-31 00:23:12.014410088,2019-11-05 00:23:12.014410088,First Class,Consumer,East,Furniture,Tables,283.35,7,0.0,36.32,2019,10,4,5,0.1282,40.48,No Discount,0,0,1,0
CA-2019-451034,2019-10-31 03:53:35.250675472,2019-11-02 03:53:35.250675472,Standard Class,Consumer,West,Technology,Phones,482.14,2,0.1,107.49,2019,10,4,2,0.2229,241.07,Low,2,0,3,3
CA-2019-735847,2019-10-31 07:23:58.486940856,2019-11-07 07:23:58.486940856,Standard Class,Consumer,Central,Office Supplies,Paper,99.68,6,0.2,1.69,2019,10,4,7,0.017,16.61,Low,1,0,0,3
CA-2021-698549,2019-10-31 10:54:21.723206244,2019-11-04 10:54:21.723206244,Second Class,Consumer,East,Technology,Phones,397.62,10,0.3,8.96,2019,10,4,4,0.0225,39.76,Medium,2,0,1,2
CA-2021-469379,2019-10-31 14:24:44.959471628,2019-11-03 14:24:44.959471628,Standard Class,Consumer,South,Furniture,Furnishings,101.73,2,0.1,8.38,2019,10,4,3,0.0824,50.86,Low,0,0,2,3
CA-2021-279403,2019-10-31 17:55:08.195737016,2019-11-02 17:55:08.195737016,Same Day,Corporate,West,Office Supplies,Labels,61.65,9,0.1,4.41,2019,10,4,2,0.0715,6.85,Low,1,1,3,1
CA-2020-612310,2019-10-31 21:25:31.432002400,2019-11-06 21:25:31.432002400,Same Day,Consumer,East,Technology,Phones,1732.33,6,0.5,-20.56,2019,10,4,6,-0.0119,288.72,High,2,0,1,1
CA-2019-836309,2019-11-01 00:55:54.668267788,2019-11-03 00:55:54.668267788,Standard Class,Home Office,South,Office Supplies,Paper,42.2,5,0.0,2.69,2019,11,4,2,0.0637,8.44,No Discount,1,2,2,3
CA-2020-927765,2019-11-01 04:26:17.904533172,2019-11-08 04:26:17.904533172,Standard Class,Consumer,Central,Furniture,Furnishings,455.33,6,0.0,130.53,2019,11,4,7,0.2867,75.89,No Discount,0,0,0,3
CA-2019-905474,2019-11-01 07:56:41.140798556,2019-11-02 07:56:41.140798556,Standard Class,Consumer,Central,Technology,Copiers,2290.96,13,0.2,260.87,2019,11,4,1,0.1139,176.23,Low,2,0,0,3
CA-2021-427250,2019-11-01 11:27:04.377063944,2019-11-05 11:27:04.377063944,Standard Class,Corporate,East,Furniture,Bookcases,708.6,12,0.2,140.68,2019,11,4,4,0.1985,59.05,Low,0,1,1,3
CA-2022-543868,2019-11-01 14:57:27.613329328,2019-11-07 14:57:27.613329328,Second Class,Corporate,South,Furniture,Tables,430.39,6,0.1,27.5,2019,11,4,6,0.0639,71.73,Low,0,1,2,2
CA-2022-197178,2019-11-01 18:27:50.849594716,2019-11-05 18:27:50.849594716,Second Class,Consumer,East,Office Supplies,Binders,106.54,6,0.0,28.0,2019,11,4,4,0.2628,17.76,No Discount,1,0,1,2
CA-2019-669967,2019-11-01 21:58:14.085860100,2019-11-04 21:58:14.085860100,Second Class,Consumer,West,Technology,Phones,1653.87,10,0.2,125.98,2019,11,4,3,0.0762,165.39,Low,2,0,3,2
CA-2019-558722,2019-11-02 01:28:37.322125488,2019-11-05 01:28:37.322125488,Second Class,Home Office,West,Furniture,Furnishings,1285.08,6,0.2,-34.64,2019,11,4,3,-0.027,214.18,Low,0,2,3,2
CA-2019-695679,2019-11-02 04:59:00.558390872,2019-11-06 04:59:00.558390872,Second Class,Corporate,West,Furniture,Tables,1389.1,9,0.3,174.67,2019,11,4,4,0.1257,154.34,Medium,0,1,3,2
CA-2022-849780,2019-11-02 08:29:23.794656260,2019-11-07 08:29:23.794656260,Standard Class,Corporate,East,Technology,Copiers,589.53,7,0.3,75.85,2019,11,4,5,0.1287,84.22,Medium,2,1,1,3
CA-2020-801289,2019-11-02 11:59:47.030921644,2019-11-08 11:59:47.030921644,First Class,Consumer,East,Furniture,Chairs,194.27,11,0.0,25.5,2019,11,4,6,0.1313,17.66,No Discount,0,0,1,0
CA-2022-458410,2019-11-02 15:30:10.267187028,2019-11-07 15:30:10.267187028,Second Class,Consumer,East,Furniture,Tables,57.16,1,0.3,9.99,2019,11,4,5,0.1748,57.16,Medium,0,0,1,2
CA-2021-325727,2019-11-02 19:00:33.503452416,2019-11-04 19:00:33.503452416,First Class,Home Office,Central,Technology,Phones,292.21,10,0.0,81.58,2019,11,4,2,0.2792,29.22,No Discount,2,2,0,0
CA-2022-381230,2019-11-02 22:30:56.739717800,2019-11-08 22:30:56.739717800,Second Class,Home Office,Central,Technology,Phones,1718.35,9,0.3,-13.7,2019,11,4,6,-0.008,190.93,Medium,2,2,0,2
CA-2020-785411,2019-11-03 02:01:19.975983188,2019-11-07 02:01:19.975983188,First Class,Home Office,South,Technology,Accessories,1323.26,6,0.2,28.76,2019,11,4,4,0.0217,220.54,Low,2,2,2,0
CA-2022-847858,2019-11-03 05:31:43.212248572,2019-11-05 05:31:43.212248572,Standard Class,Home Office,East,Technology,Phones,444.97,10,0.1,58.75,2019,11,4,2,0.132,44.5,Low,2,2,1,3
CA-2021-517445,2019-11-03 09:02:06.448513960,2019-11-08 09:02:06.448513960,Standard Class,Home Office,West,Office Supplies,Labels,61.6,8,0.2,2.33,2019,11,4,5,0.0378,7.7,Low,1,2,3,3
CA-2022-977900,2019-11-03 12:32:29.684779344,2019-11-10 12:32:29.684779344,Same Day,Consumer,West,Technology,Accessories,221.7,14,0.0,25.52,2019,11,4,7,0.1151,15.84,No Discount,2,0,3,1
CA-2022-476624,2019-11-03 16:02:52.921044732,2019-11-10 16:02:52.921044732,Standard Class,Consumer,East,Office Supplies,Labels,48.49,3,0.0,8.23,2019,11,4,7,0.1697,16.16,No Discount,1,0,1,3
CA-2021-240726,2019-11-03 19:33:16.157310116,2019-11-10 19:33:16.157310116,Same Day,Corporate,South,Office Supplies,Paper,100.27,3,0.0,5.79,2019,11,4,7,0.0577,33.42,No Discount,1,1,2,1
CA-2020-454218,2019-11-03 23:03:39.393575500,2019-11-06 23:03:39.393575500,First Class,Corporate,West,Office Supplies,Storage,41.19,13,0.3,0.84,2019,11,4,3,0.0204,3.17,Medium,1,1,3,0
CA-2020-216051,2019-11-04 02:34:02.629840888,2019-11-10 02:34:02.629840888,Second Class,Corporate,South,Furniture,Tables,83.29,14,0.1,5.54,2019,11,4,6,0.0665,5.95,Low,0,1,2,2
CA-2022-365746,2019-11-04 06:04:25.866106272,2019-11-08 06:04:25.866106272,Standard Class,Consumer,East,Office Supplies,Paper,62.27,12,0.0,8.05,2019,11,4,4,0.1293,5.19,No Discount,1,0,1,3
CA-2021-455473,2019-11-04 09:34:49.102371660,2019-11-05 09:34:49.102371660,Same Day,Corporate,Central,Office Supplies,Art,20.43,9,0.3,-1.54,2019,11,4,1,-0.0754,2.27,Medium,1,1,0,1
CA-2020-599761,2019-11-04 13:05:12.338637044,2019-11-06 13:05:12.338637044,First Class,Corporate,West,Furniture,Bookcases,1464.31,12,0.0,331.93,2019,11,4,2,0.2267,122.03,No Discount,0,1,3,0
CA-2019-965192,2019-11-04 16:35:35.574902432,2019-11-10 16:35:35.574902432,Second Class,Home Office,South,Furniture,Furnishings,197.94,9,0.3,8.23,2019,11,4,6,0.0416,21.99,Medium,0,2,2,2
CA-2021-213038,2019-11-04 20:05:58.811167816,2019-11-08 20:05:58.811167816,Standard Class,Home Office,Central,Furniture,Chairs,961.69,5,0.1,216.56,2019,11,4,4,0.2252,192.34,Low,0,2,0,3
CA-2022-509622,2019-11-04 23:36:22.047433204,2019-11-05 23:36:22.047433204,Second Class,Corporate,South,Technology,Accessories,153.36,5,0.1,45.42,2019,11,4,1,0.2962,30.67,Low,2,1,2,2
CA-2022-168208,2019-11-05 03:06:45.283698588,2019-11-07 03:06:45.283698588,Second Class,Home Office,Central,Furniture,Tables,83.9,3,0.0,7.2,2019,11,4,2,0.0858,27.97,No Discount,0,2,0,2
CA-2021-527013,2019-11-05 06:37:08.519963972,2019-11-10 06:37:08.519963972,Standard Class,Corporate,East,Furniture,Furnishings,383.78,7,0.4,-26.2,2019,11,4,5,-0.0683,54.83,Medium,0,1,1,3
CA-2022-356597,2019-11-05 10:07:31.756229360,2019-11-07 10:07:31.756229360,Same Day,Home Office,Central,Office Supplies,Binders,120.9,7,0.0,30.8,2019,11,4,2,0.2548,17.27,No Discount,1,2,0,1
CA-2019-463965,2019-11-05 13:37:54.992494744,2019-11-08 13:37:54.992494744,Standard Class,Consumer,West,Furniture,Tables,334.59,3,0.0,40.55,2019,11,4,3,0.1212,111.53,No Discount,0,0,3,3
CA-2021-715493,2019-11-05 17:08:18.228760132,2019-11-11 17:08:18.228760132,Same Day,Consumer,East,Technology,Phones,156.66,8,0.2,-6.42,2019,11,4,6,-0.041,19.58,Low,2,0,1,1
CA-2020-712332,2019-11-05 20:38:41.465025516,2019-11-07 20:38:41.465025516,Same Day,Consumer,East,Furniture,Bookcases,15.45,6,0.3,-1.04,2019,11,4,2,-0.0673,2.58,Medium,0,0,1,1
CA-2020-698499,2019-11-06 00:09:04.701290904,2019-11-08 00:09:04.701290904,Second Class,Corporate,West,Technology,Copiers,577.85,3,0.0,104.06,2019,11,4,2,0.1801,192.62,No Discount,2,1,3,2
CA-2020-498139,2019-11-06 03:39:27.937556288,2019-11-12 03:39:27.937556288,Same Day,Corporate,Central,Furniture,Tables,56.18,6,0.2,4.45,2019,11,4,6,0.0792,9.36,Low,0,1,0,1
CA-2021-651087,2019-11-06 07:09:51.173821676,2019-11-12 07:09:51.173821676,Same Day,Corporate,East,Furniture,Bookcases,168.14,1,0.2,40.64,2019,11,4,6,0.2417,168.14,Low,0,1,1,1
CA-2022-354182,2019-11-06 10:40:14.410087060,2019-11-10 10:40:14.410087060,Standard Class,Home Office,East,Furniture,Chairs,450.54,6,0.1,62.98,2019,11,4,4,0.1398,75.09,Low,0,2,1,3
CA-2021-874532,2019-11-06 14:10:37.646352444,2019-11-10 14:10:37.646352444,Same Day,Corporate,East,Furniture,Tables,41.27,7,0.1,8.39,2019,11,4,4,0.2033,5.9,Low,0,1,1,1
CA-2022-567662,2019-11-06 17:41:00.882617832,2019-11-11 17:41:00.882617832,Standard Class,Corporate,South,Technology,Accessories,81.66,4,0.0,16.14,2019,11,4,5,0.1976,20.42,No Discount,2,1,2,3
CA-2020-711040,2019-11-06 21:11:24.118883216,2019-11-09 21:11:24.118883216,Standard Class,Consumer,West,Technology,Phones,38.19,4,0.0,5.0,2019,11,4,3,0.1309,9.55,No Discount,2,0,3,3
CA-2020-397381,2019-11-07 00:41:47.355148604,2019-11-10 00:41:47.355148604,First Class,Corporate,West,Office Supplies,Labels,443.32,3,0.2,-8.14,2019,11,4,3,-0.0184,147.77,Low,1,1,3,0
CA-2021-139364,2019-11-07 04:12:10.591413988,2019-11-12 04:12:10.591413988,Same Day,Home Office,East,Technology,Copiers,293.71,5,0.0,90.38,2019,11,4,5,0.3077,58.74,No Discount,2,2,1,1
CA-2019-903398,2019-11-07 07:42:33.827679376,2019-11-08 07:42:33.827679376,Standard Class,Consumer,East,Furniture,Chairs,944.91,12,0.1,43.28,2019,11,4,1,0.0458,78.74,Low,0,0,1,3
CA-2022-950421,2019-11-07 11:12:57.063944760,2019-11-09 11:12:57.063944760,Standard Class,Consumer,West,Office Supplies,Binders,27.8,13,0.0,2.2,2019,11,4,2,0.0791,2.14,No Discount,1,0,3,3
CA-2022-124548,2019-11-07 14:43:20.300210148,2019-11-11 14:43:20.300210148,Second Class,Home Office,Central,Office Supplies,Paper,111.93,11,0.1,7.18,2019,11,4,4,0.0641,10.18,Low,1,2,0,2
CA-2020-126068,2019-11-07 18:13:43.536475532,2019-11-13 18:13:43.536475532,Same Day,Corporate,East,Office Supplies,Paper,19.78,1,0.1,0.01,2019,11,4,6,0.0005,19.78,Low,1,1,1,1
CA-2019-227982,2019-11-07 21:44:06.772740916,2019-11-13 21:44:06.772740916,Same Day,Consumer,South,Furniture,Furnishings,275.92,6,0.3,-21.64,2019,11,4,6,-0.0784,45.99,Medium,0,0,2,1
